name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,wifi,dine_in,takeout,delivery,breakfast,lunch,dinner,vegetarian,coffee,alcohol,beer,casual,family_friendly,tourists,reservations,cash_only,wheelchair_accessible_entrance,source_file
"Sindhupalchok Khaja Ghar , Gattaghar",Asian restaurant,Asian restaurant,"44600, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6750336,85.372717,3.2,26,5,2,9,4,3.2,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sindhupalchok khaja ghar and coffee shop,Coffee shop,Coffee shop,"MC89+9M8, Bhaktapur 44800, Nepal",Bhaktapur,27.6659175,85.4192133,3.5,179,0,13,77,76,13,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Sip Station,Coffee shop,Coffee shop,"M969+FWV Force park, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6612344,85.3698012,3.6,21,0,5,7,1,3.6,105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
SISHIR RESORT,Restaurant,Restaurant,"PC4W+7WJ, Changunarayan 44600, Nepal",Changunarayan,27.705148,85.447923,5,1,0,0,0,0,1,84,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,
Siwatol Community Building,Cafe,Cafe,"M9GP+XV9, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.677408,85.3872402,3.3,12,1,1,4,5,3.3,98,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Smart Coffee गफ Shop,Coffee shop,Coffee shop,"P92H+C2M, Unnamed Road, Kathmandu 44600, Nepal",Kathmandu,27.7010827,85.3775345,3.7,3,0,0,1,2,0,77,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Snacks baa cafe &Thakali kitchen,Family restaurant,Family restaurant,"Radhe Radhe Rd, Bhaktapur 44811, Nepal",Bhaktapur,27.6767792,85.3982713,3.2,14,0,3,7,2,3.2,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sneha's Cake Spot,Cafe,Cafe,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.685249,85.3780652,4.3,3,0,0,0,2,1,91,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Snookiya,Cafe,Cafe,"M9RP+422, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6902686,85.3850203,5,1,0,0,0,0,1,108.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Special coffee shop and khaja ghar,Coffee store,Coffee store,"M9F8+JGW, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6741193,85.3663206,4,13,0,0,5,3,4,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SR dairy bakery & coffee shop,Coffee shop,Coffee shop,"M99Q+W5G, Bhaktapur, Nepal",Bhaktapur,27.6698005,85.3879422,4.2,15,0,0,3,6,4.2,84,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Srijana home Bhaktapur,Bakery,Bakery,"M9G9+V7R, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6772415,85.3682124,3.7,13,1,0,3,7,3.7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Srisha's Dairy and Bakery,Cafe,Cafe,"Lancha falcha (Bhatkekyapati, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6813731,85.4448577,5,5,0,0,0,1,4,108.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Star Restaurant & Guest House,Bed & breakfast,Bed & breakfast,"JCMH+W9M, Suryabinayak, Nepal",Suryabinayak,27.6348384,85.4284282,3.5,11,0,2,5,1,3.5,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Stick Fast Food,Restaurant,Restaurant,"MCCC+G97, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.671189,85.4208855,5,1,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Streat 9 fast food and cafe,Family restaurant,Family restaurant,"Bode busstand, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6897621,85.3902949,4.5,4,0,0,0,2,2,80,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,
Street harvest restaurant,Fast food restaurant,Fast food restaurant,"Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6737357,85.3801585,4.3,18,0,0,4,5,4.3,91,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,
Stunt bums,Bar,Bar,"MC75+QJW, Suryabinayak 44800, Nepal",Suryabinayak,27.6644841,85.4090714,3.2,17,0,2,9,5,1,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Subecchya Restaurant (Shree Ram Birbal),Asian restaurant,Asian restaurant,"MCG4+M7W, Bhaktapur 44800, Nepal",Bhaktapur,27.6767355,85.4056893,4.8,31,0,0,1,11,19,98,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Subechhya Restaurant,Family restaurant,Family restaurant,"MCF3+7GV, Srijananagar, Bhaktapur, Nepal",Bhaktapur,27.6732465,85.4037988,3.9,115,0,2,30,62,21,70,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Subin Cafe,Cafe,Cafe,"MCCQ+PP3, Bhaktapur 44800, Nepal",Bhaktapur,27.6717718,85.4393062,5,19,0,0,0,6,13,108.5,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,
Subin Khaja Ghar,Coffee shop,Coffee shop,"M98M+XMG, Anantalingeshwar, Nepal",Anantalingeshwar,27.667648,85.3842066,3.9,17,1,2,2,5,3.9,98,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Suddha Sakahari Khaja Ghar,Breakfast restaurant,Breakfast restaurant,"Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.669819,85.408712,5,1,0,0,0,0,1,91,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,
Sudhha MoMo,Momo restaurant,Momo restaurant,"MCFH+5R9, Bhaktapur 44800, Nepal",Bhaktapur,27.6728872,85.4296237,5,6,0,0,0,2,4,98,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sudip,Pub,Pub,"M9MV+VVQ, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6846682,85.3947168,5,3,0,0,0,1,2,84,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
Sujan Khaja Ghar,Family restaurant,Family restaurant,"Bhaktapur, Nepal",Bhaktapur,27.6358125,85.4215625,4,2,0,0,1,1,0,168,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,
sujan1234,Bakery,Bakery,"MC5J+4W9, Suryabinayak, Nepal",Suryabinayak,27.6577909,85.4323594,4.3,25,0,0,9,0,4.3,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sujit bakrey,Bakery,Bakery,"MC5J+XMP, Suryabinayak 44800, Nepal",Suryabinayak,27.6599618,85.4317119,3.7,29,4,0,11,1,3.7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Suku Lasa Bhoye Chhen & Sekuwa,Family restaurant,Family restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6776624,85.3963624,4.2,27,0,6,1,2,4.2,63,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,
Sukul,Fast food restaurant,Fast food restaurant,"MCCJ+HHJ, Bhaktapur 44800, Nepal",Bhaktapur,27.6714524,85.431381,5,1,0,0,0,0,1,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sukul Dhoka ko Michael Momo,Chinese restaurant,Chinese restaurant,"MCC5+7MQ, Suryabinayak 44800, Nepal",Suryabinayak,27.670709,85.4092365,4.7,402,0,0,18,158,226,77,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sukuldhoka_ newar_khaja_ghar,Restaurant,Restaurant,"MCCJ+X45, Bhaktapur 44800, Nepal",Bhaktapur,27.6723944,85.4303515,5,6,0,0,0,2,4,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Suman cold store,Restaurant,Restaurant,"MCGF+Q4H, Bhaktapur 44800, Nepal",Bhaktapur,27.6769336,85.42285,5,1,0,0,0,0,1,105,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Suman khajafram,Coffee shop,Coffee shop,"MCV7+85R, Krishnanagar Ukalo Marg, Changunarayan, Nepal",Changunarayan,27.6933677,85.412955,3.3,13,3,3,0,1,3.3,84,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Suman Tamang Shop,Coffee shop,Coffee shop,"MC8F+JW8, Bhaktapur 44800, Nepal",Bhaktapur,27.666443,85.4248226,5,1,0,0,0,0,1,77,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sunaapati Bhojanaalaya and Sekuwa Corner,Restaurant,Restaurant,"M9FF+PQX, Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6742856,85.3744577,3.9,10,2,0,0,3,3.9,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sunapati Ramechhap Khaja Ghar,Bar,Bar,"MCC6+4G6, Bhaktapur 44800, Nepal",Bhaktapur,27.6702942,85.4112787,4,2,0,0,1,1,0,84,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Sundar Ramechhap bakery,Cafe,Cafe,"M9HG+WCX, Gaththaghar Marg, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6798658,85.3760993,4.5,26,0,0,4,6,4.5,168,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sunil khaja ghar,Restaurant,Restaurant,"MC8G+5C3, Suryabinayak 44800, Nepal",Suryabinayak,27.6752491,85.4434855,3.5,13,0,1,6,5,1,105,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sunil tea shop,Coffee shop,Coffee shop,"MCCG+358, भक्तपुर मार्ग, Bhaktapur 44800, Nepal",Bhaktapur,27.6701657,85.4254489,3.5,4,0,0,2,2,0,112,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Suntali Chiya Pasal☕️🍮🍵,Tea store,Tea store,"MC65+MVR, Suryabinayak, Nepal",Suryabinayak,27.6617308,85.4096256,3.8,15,0,2,5,2,3.8,101.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Suraj's home,Coffee shop,Coffee shop,"MC7J+H45, Itabu Height-8, Suryabinayak 44800, Nepal",Suryabinayak,27.6634284,85.4303185,3.7,11,0,0,4,6,1,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Suravi Dairy,Bakery,Bakery,"M98F+JG9, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.6665326,85.3738727,3.1,30,10,0,8,2,3.1,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Suresh coffee shop,Coffee shop,Coffee shop,"MCHJ+24J Mahakali sthan, Bhaktapur 44800, Nepal",Bhaktapur,27.6775854,85.4302684,4,7,0,0,2,4,1,77,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Suresh Shrestha Khaja Ghar,Coffee shop,Coffee shop,"M96J+VG2, Anantalingeshwar, Nepal",Anantalingeshwar,27.6623348,85.3813702,4.3,28,0,0,0,20,4.3,77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
SURYA VINAYAK BAKERY AND FOODS,Wholesale bakery,Wholesale bakery,"Balkot, Near Redcross, about 150 Meters Kaushaltar - Balkot Rd, Anantalingeshwar 44600, Nepal",Anantalingeshwar,27.670018,85.3676968,3.7,26,1,4,9,1,3.7,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Suryabinayak bhaktapur,Bar,Bar,"MC8G+45P, F099, Bhaktapur 44800, Nepal",Bhaktapur,27.66532,85.4254412,5,1,0,0,0,0,1,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Suryabinayak Burger House & Crunchy Fried Chicken,Restaurant,Restaurant,"MC8G+M7C, Suryabinayak 44800, Nepal",Suryabinayak,27.6666969,85.4256377,4.5,42,0,0,3,20,19,84,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,
Suryabinayak Tea Shop,Bakery,Bakery,"MC7M+628, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,27.6630311,85.4325736,3.7,28,0,1,14,6,3.7,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"Suryabinayak-4, Naya Basti, Bagar.",Coffee shop,Coffee shop,"M99M+9GF, Anantalingeshwar, Nepal",Anantalingeshwar,27.6684272,85.3838046,4.3,14,0,1,2,3,4.3,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
"suryabinayak,5 katunje",Coffee shop,Coffee shop,"MC93+8QV, Suryabinayak, Nepal",Suryabinayak,27.6683542,85.4044251,4,4,0,0,1,2,1,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Surybanyak,Hamburger restaurant,Hamburger restaurant,"MC8G+P78, Suryabinayak 44800, Nepal",Suryabinayak,27.6668246,85.425633,5,4,0,0,0,1,3,77,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Sushila Kirana and Cafe,Cafe,Cafe,"M9MM+XHP, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6849654,85.3839594,4.5,4,0,0,0,2,2,84,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,
Sushmita Khaja Ghar,Fast food restaurant,Fast food restaurant,"MC97+R3X, Araniko Highway, Bhaktapur 44800, Nepal",Bhaktapur,27.6696088,85.4127312,5,1,0,0,0,0,1,63,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Suwal's Café,Dog cafe,Dog cafe,"MC2G+FVV, Suryabinayak, Nepal",Suryabinayak,27.6512426,85.4271773,3.3,10,0,4,1,3,3.3,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Suzan cafe,Cafe,Cafe,"MC2G+CX9, Suryabinayak, Nepal",Suryabinayak,27.6510401,85.427488,3.5,25,0,9,1,9,3.5,84,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,
SUZZANE FOOD CAFE,Cafe,Cafe,"MC96+W6F, Suryabinayak 44800, Nepal",Suryabinayak,27.6698033,85.4105413,4.8,268,0,0,9,95,164,105,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
Swadishta Momo And Fast Food,Restaurant,Restaurant,"MCF4+RVW, Bhaktapur 44800, Nepal",Bhaktapur,27.6746014,85.4072186,4.5,70,0,0,6,32,32,91,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Swagatam momo pasal,Momo restaurant,Momo restaurant,"JFX8+6WX, Suryabinayak, Nepal",Suryabinayak,27.6481065,85.4673438,4.3,30,0,3,6,1,4.3,49,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Swastik Newari Khaja Ghar (Authentic Newari Restaurant),Nepalese restaurant,Nepalese restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6722911,85.426915,5,14,0,0,0,4,10,91,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sweet Hopes,Cafe,Cafe,"9 Himalaya Tole, Bhaktapur 44800, Nepal",Bhaktapur,27.6812803,85.3977129,3.5,13,0,5,1,3,3.5,105,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Sweet House,Vegetarian restaurant,Vegetarian restaurant,"M9PQ+23Q, Mills road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6850951,85.3877417,4.3,11,0,0,1,6,4,107.33,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,
Sweta Khaja Ghar,Coffee shop,Coffee shop,"MCX6+MJV, Rudraksha Rd, Changunarayan 44600, Nepal",Changunarayan,27.6992486,85.4115355,4.2,27,0,1,8,3,4.2,70,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Swiss Tea House,Cafe,Cafe,"MC6F+V5J, Suryabinayak 44800, Nepal",Suryabinayak,27.6623983,85.4227701,4.2,38,0,0,6,20,12,98,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,
Syanko Katti Roll,Restaurant,Restaurant,"Radhe Radhe Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.67545,85.3980694,4.3,15,0,1,2,4,4.3,77,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
Syanko Katti Roll,Fast food restaurant,Fast food restaurant,"MCM6+4GC, Changunarayan 44800, Nepal",Changunarayan,27.6828125,85.4113125,3,16,0,8,2,4,3,84,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
Syanko katti Roll,Family restaurant,Family restaurant,"Araniko Highway, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6743008,85.3724881,3.6,11,0,4,0,3,3.6,91,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,
Syryabinayak Bhaktapur,Momo restaurant,Momo restaurant,"MC5G+X98, F099, Suryabinayak 44800, Nepal",Suryabinayak,27.6599178,85.4259639,3,12,0,5,3,3,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
T K wine shop,Wine bar,Wine bar,"P92J+CH5, Kathmandu 44600, Nepal",Kathmandu,27.7010101,85.3814834,5,2,0,0,0,1,1,168,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,
Ta Nani Cafe,Coffee shop,Coffee shop,"M9HP+47C, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.677763,85.385635,3,24,4,4,7,7,3,105,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Taboche Restaurant and coffee shop,Restaurant,Restaurant,"Bhaktapur 44800, Nepal",Bhaktapur,27.6713645,85.4213097,4.6,111,0,0,7,47,57,91,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,1,
TAJ KHAJA ghar,Restaurant,Restaurant,"Bhaktapur Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6760772,85.4085931,5,1,0,0,0,0,1,94.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Taj Sekuwa And Pakku House,Barbecue restaurant,Barbecue restaurant,"M9F8+C2M, Kaushaltar - Balkot Rd, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6735913,85.3650429,3.2,23,0,7,6,9,3.2,105,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,
Takila tea sallaghari outlet,Restaurant,Restaurant,"MCC5+327, Unnamed Road, Suryabinayak 44800, Nepal",Suryabinayak,27.6701624,85.4075394,4.7,43,0,0,2,17,24,63,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Taleju Grand Hotel - Bhaktapur,Cafe,Cafe,"Darbar Square, Bhaktapur 44800, Nepal",Bhaktapur,27.6726564,85.4289499,3.9,16,0,0,4,9,3,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tamidewa stick food,Restaurant,Restaurant,"M9HP+F5P, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6786489,85.3855453,3.4,25,5,0,8,5,3.4,63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
Tapaiko food corner,Asian restaurant,Asian restaurant,"M9JR+MHX, Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6817462,85.3914961,4.2,28,1,2,4,5,4.2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Tapaiko fresh bakery and cake shop,Bakery,Bakery,"Bhaktapur, Nepal",Bhaktapur,27.6711052,85.3829232,4.3,20,0,0,1,12,4.3,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
target,Bar,Bar,"MFWC+4QR, Mahamanjushree Nagarkot, Nepal",Mahamanjushree Nagarkot,27.6953509,85.4718954,3.7,16,0,0,7,7,3.7,91,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Tas-ka Bar,Bar,Bar,"12 Bolachhen, Bhaktapur 44800, Nepal",Bhaktapur,27.6702897,85.4285822,4,438,0,6,97,238,97,77,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Tasty mo mo center,Restaurant,Restaurant,"M9JP+59V, Lachhi Tole Bus Stop, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6804904,85.3859317,4.4,13,1,0,1,2,4.4,105,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,
Tea shop,Coffee shop,Coffee shop,"4 Bolachhen, Bhaktapur 44800, Nepal",Bhaktapur,27.670376,85.4284829,5,3,0,0,0,1,2,63,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
tea shop and khaja ghar,Coffee shop,Coffee shop,"MFV6+M4R, Changunarayan, Nepal",Changunarayan,27.6942425,85.460264,3.6,17,0,0,8,8,3.6,77,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Tea Time,Coffee shop,Coffee shop,"Bhaktapur Road, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6820448,85.3795178,3.9,84,0,2,22,45,15,101.5,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Teentalle Cafe,Restaurant,Restaurant,"M9XF+C7P, Kathmandu 44600, Nepal",Kathmandu,27.698582,85.3732139,3,26,7,2,8,3,3,105,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Tej chiya pasal,Coffee shop,Coffee shop,"M9MP+89J, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6833351,85.3858766,3.5,12,0,0,7,4,3.5,168,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
Temple Terrace Restaurant,Restaurant,Restaurant,"Paanch Taley Mandir, Taumadhi Square, Opposite to, Bhaktapur 44800, Nepal",Bhaktapur,27.6714191,85.4293764,4.7,27,0,0,1,11,15,63,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
TERAKOTA WINDOW CAFE,Cafe,Cafe,"MCFJ+GF, Tuchhimala Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6738041,85.4311855,4.8,105,0,0,4,37,64,114,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,
Thakali and Sekuwa Hub,Restaurant,Restaurant,"M9JX+56M, गाँखु राेड, Madhyapur Thimi 44811, Nepal",Madhyapur Thimi,27.6804562,85.3980211,3.2,28,3,5,11,2,3.2,105,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,
Thakali Bhansa Ghar,Restaurant,Restaurant,"Opposite of BBSMLoyaltyMobile, Radhe Radhe Rd, Madhyapur Thimi 44800, Nepal",Madhyapur Thimi,27.6753013,85.3978524,3.7,14,0,0,9,0,3.7,84,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Thakali restaurant (थकाली भान्छा घर रेस्टुराँ),Family restaurant,Family restaurant,"M9GX+PF2, Radhe Radhe Rd, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6767625,85.3986406,4.5,28,0,0,7,1,4.5,105,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,
Thakali Station,Asian restaurant,Asian restaurant,"Jagati-KamalBinayak Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6783117,85.4407716,4.8,17,0,0,1,6,10,87.5,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,
The 12 Piece Mo:Mo Station,Momo restaurant,Momo restaurant,"M9WH+PWJ, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6968795,85.3798116,3.4,23,0,4,8,9,3.4,63,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
The 1990 Yummy Laphing & Momo Center,Asian restaurant,Asian restaurant,"बाराही मन्दिर, Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6692533,85.4250107,4.3,81,0,0,10,42,29,77,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,
The A-One Bakery,Bakery,Bakery,"MC7G+499, Suryabinayak 44800, Nepal",Suryabinayak,27.6627558,85.4259439,3.1,30,6,6,4,8,3.1,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
The Atlantic Seafood Restaurant & Bar,Asian restaurant,Asian restaurant,"M9GX+966, Unnamed Road, Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6759092,85.3980128,3.9,29,0,2,5,17,3.9,98,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,
The Bakery House,Bakery,Bakery,"M9X9+M53, Kathmandu 44600, Nepal",Kathmandu,27.6991462,85.3679334,4.1,18,0,2,1,9,4.1,105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
The Bakery Palace,Bakery,Bakery,"M9H9+7CM, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6782934,85.3685432,3.8,21,0,2,6,8,3.8,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
The Baristas Coffee School (Bhaktapur Branch),Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6744504,85.3692713,3.3,28,0,7,11,5,3.3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
The bekary & coffee shop,Coffee shop,Coffee shop,"Bhaktapur 44800, Nepal",Bhaktapur,27.6683125,85.4043512,2,1,0,1,0,0,0,98,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,
THE BEST BAKERY,Bakery,Bakery,"Bhaktapur, Nepal",Bhaktapur,27.6659074,85.3887767,3.8,44,0,1,13,23,7,105,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
The best bakery,Bakery,Bakery,"M9WG+9J3, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6958976,85.3765501,4.3,29,0,0,4,15,10,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
THE BIRYANI HOUSE,Family restaurant,Family restaurant,"M99P+4JF, Thimi-Biruwa Rd, Anantalingeshwar, Nepal",Anantalingeshwar,27.667819,85.3865575,3.2,11,0,5,0,5,3.2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
The Biryani house,Family restaurant,Family restaurant,"Madhyapur Thimi, Nepal",Madhyapur Thimi,27.6654493,85.3916384,5,7,0,0,0,2,5,84,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
The Box Hub,Bar,Bar,"MCHQ+2GR, Kamalbinayak, Bhaktapur 44800, Nepal",Bhaktapur,27.6776134,85.4387782,5,1,0,0,0,0,1,98,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
The bright light kitchen,Fast food restaurant,Fast food restaurant,"M9FF+CWH, Araniko Highway, Madhyapur Thimi 44600, Nepal",Madhyapur Thimi,27.6735567,85.3748494,3.4,27,0,2,14,10,3.4,101.5,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,
The Burger House & Crunchy Fried Chicken - Kadaghari khasimod,Restaurant,Restaurant,"Kadaghari khasimod Chowk, Kageshwori Manohara 44600, Nepal",Kageshwori Manohara,27.6974199,85.370786,4,4,0,0,1,2,1,91,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,
