name,lat,lng,category,final_weight,rank,filled_rank
Jetha Ganesh जेठा गणेश,27.6697429,85.4276952,Hindu temple,0.3890668870727442,34,34.0
मंगलेश्वर महाद्यः (𑐩𑑄𑐐𑐮𑐾𑐱𑑂𑐰𑐬 𑐩𑐴𑐵𑐡𑑂𑐫𑑅),27.6685107,85.4257033,Hindu temple,0.3428571428663945,35,35.0
Krishna Mandir,27.6710093,85.4264172,Hindu temple,0.4239451664685237,36,36.0
Ram Mandir राम मन्दिर,27.6681133,85.4274375,Hindu temple,0.4654403639455747,37,37.0
Lakolachhen Ganesh,27.669677,85.4285841,Hindu temple,0.4331291056001245,42,42.0
Siddhi Laxmi Devi,27.670083,85.4282786,Hindu temple,0.399042014327674,43,43.0
Jai Shri Ganesh Temple,27.6709821,85.4232972,Hindu temple,0.34042553192183495,47,47.0
Makachowae Ganesh,27.6689231,85.4259635,Hindu temple,0.3400000000065333,50,50.0
Shiva Temple,27.6703911,85.426609,Hindu temple,0.38579891321342735,51,51.0
Gorakh Nath Temple,27.670127,85.4276951,Hindu temple,0.4070292846824486,52,52.0
Sita Ram Temple,27.6709855,85.42331,Hindu temple,0.33962264151560456,53,53.0
Bhulancha Ganesh,27.6667868,85.4271509,Hindu temple,0.33950617284556467,54,54.0
Jay Praani Temple,27.6713042,85.4252005,Hindu temple,0.33939393939988977,55,55.0
Sweta Bhairav,27.6707967,85.4282262,Hindu temple,0.42622082879496964,56,56.0
"सर्वज्ञेश्वर महादेव मन्दिर चाँगुनारायण-2 ,भक्तपुर",27.6813588,85.4188605,Hindu temple,0.37500000003645834,8,8.0
Til Madhav Narayan Temple,27.670664,85.4292708,Hindu temple,0.4632153271096731,20,20.0
Bhairavnath Temple,27.6710168,85.4294856,Hindu temple,0.5502290852140472,13,13.0
Bandhak Binayak,27.6708876,85.4290854,Hindu temple,0.3831450381873343,16,16.0
Bhadrakali Temple,27.6690049,85.4304069,Hindu temple,0.5117220318144767,33,33.0
Harsha Mahadev Temple,27.6679123,85.4301053,Hindu temple,0.4297922573698038,35,35.0
Betal Temple बेताल मन्दिर,27.6710034,85.429725,Hindu temple,0.41518578144698187,48,48.0
Shiva Temple Compound,27.6683815,85.4299399,Hindu temple,0.3980927974307054,49,49.0
Bhailah dyah,27.6710322,85.4295048,Hindu temple,0.39757938451787744,53,53.0
नासः द्यो (नृत्यश्वर महादेव),27.6704055,85.4275187,Hindu temple,0.3972424572938332,56,56.0
Digudyo दिगुद्य: (कुथु सुब्या),27.6682173,85.4311714,Hindu temple,0.36815965805658935,57,57.0
Tileshwor Mahadev temple,27.6707828,85.4291166,Hindu temple,0.3970372027780358,58,58.0
"Kulmanani, Bhaktapur-5",27.6704159,85.4299772,Hindu temple,0.3848185210556197,60,60.0
Ganesh Paati गणेश पाटी,27.6705614,85.4319372,Hindu temple,0.3843134705500803,66,66.0
Champakeshor Mahadev Temple,27.665937,85.4299043,Hindu temple,0.4196610315832727,67,67.0
जोर गणेश,27.6713309,85.4291395,Hindu temple,0.33816425121249033,69,69.0
Jai Shree Kul Devata,27.6694943,85.4345603,Hindu temple,0.36700654051984966,71,71.0
Chandi bhairab,27.6708328,85.4307381,Hindu temple,0.33680555555899155,96,96.0
Bhagwati Mata,27.6705464,85.4306157,Hindu temple,0.3367346938809177,98,98.0
Bhadrakali Deity Home,27.6699561,85.4293775,Hindu temple,0.3364485981339273,107,107.0
Bhairava Shrine,27.6699295,85.428893,Hindu temple,0.4036220312718842,111,111.0
Kalancha khusi falcha,27.6668145,85.4306397,Hindu temple,0.37132071385224424,37,37.0
Annapurna Batsala Mandir,27.671632,85.4284909,Hindu temple,0.39261473516504825,11,11.0
Tribikram Narayan temple,27.6715882,85.4282773,Hindu temple,0.38083022337047795,18,18.0
Ganesh temple,27.6714738,85.4246653,Hindu temple,0.3434343434441383,33,33.0
Hanumante River Bridge,27.6687806,85.4317246,Tourist attraction,0.5000000000833333,2,2.0
Bhaktapur Thulo Byasi,27.6753124,85.4299296,Tourist attraction,0.4734228160196549,3,3.0
Agro Forest,27.673864,85.4272402,Tourist attraction,0.4289783715544697,5,5.0
Gonga Pukhu,27.6768946,85.4352346,Tourist attraction,0.4178672604363216,6,6.0
Gurju,27.6747017,85.4304646,Tourist attraction,0.38095238099319734,7,7.0
Kolachhen,27.671798,85.4271344,Tourist attraction,0.4039783715375947,8,8.0
Gaa Hiti Bhaktapur,27.670334,85.4290279,Tourist attraction,0.3703703704032922,9,9.0
Yalachhen,27.67347,85.4293106,Tourist attraction,0.4215931066661847,11,11.0
Bhaktapur Festival Dot Com,27.6724237,85.4272541,Tourist attraction,0.46033094538389885,20,20.0
Nepal Durbar Buspark,27.6728442,85.4255966,Tourist attraction,0.3448275862179944,29,29.0
クジャク窓の家,27.6718105,85.4271988,Tourist attraction,0.34444444445518524,30,30.0
Golden Gate,27.6721136,85.4283739,Tourist attraction,0.545943106313498,31,31.0
55 Window Palace,27.6721559,85.4285784,Tourist attraction,0.628736955613705,32,32.0
Laamga Pukhu,27.6757494,85.4367025,Tourist attraction,0.3724127149452747,33,33.0
National Art Museum,27.6721934,85.4281506,Tourist attraction,0.5268557835565478,34,34.0
Statue of King Bhupatindra Malla,27.6720189,85.4283481,Tourist attraction,0.46369477869006664,35,35.0
nepalvoagecanvas,27.679323,85.403056,Tourist attraction,0.3703703704032922,9,9.0
View point,27.6753634,85.3790625,Tourist attraction,0.40307248932623385,14,14.0
Sano bato,27.6846305,85.3870665,Tourist attraction,0.35000000001583337,20,20.0
Thimi Pottery Square,27.6793234,85.3848428,Tourist attraction,0.49190910463151144,10,10.0
केपी चोर हत्यारा निवास,27.6657494,85.3713039,Tourist attraction,0.3636363636639119,11,11.0
Field of Green,27.6465218,85.4233727,Tourist attraction,0.472811645315733,7,7.0
Gankhu Khadi Chowk गाँखु खाँडी चाेक,27.6835973,85.3961237,Tourist attraction,0.3956450381978031,10,10.0
Nagarpalika Chowk नगरपालिका चाेक,27.6836448,85.3896046,Tourist attraction,0.4480462256399833,12,12.0
Gankhu Sitala Devi Chowk गाँखु सितला देबी चाेक,27.6872101,85.396072,Tourist attraction,0.3589743589980276,13,13.0
Maligaun,27.6416332,85.4443431,Tourist attraction,0.797752125537694,1,1.0
"Nangkhel View Point, Maligaon",27.6409003,85.4457543,Tourist attraction,0.606287562684332,3,3.0
Chaulagain farm house,27.6441576,85.4623638,Tourist attraction,0.4166666667291667,4,4.0
Palanse plotting bus stop,27.6490601,85.4631501,Tourist attraction,0.3888888889351852,6,6.0
"Pipal bot, Chittapol",27.6539835,85.4701074,Tourist attraction,0.35294117648904266,17,17.0
धाराकुलाे(तधचा) चाेक ताथली,27.6648553,85.4661089,Tourist attraction,0.35087719299907666,19,19.0
Lancha Falchha (लान्चा फल्चा),27.6788038,85.4422778,Tourist attraction,0.4619351145398676,8,8.0
Itacha Tole,27.669712,85.4479683,Tourist attraction,0.3703703704032922,9,9.0
D3R,27.656332,85.426768,Tourist attraction,0.3888888889351852,6,6.0
सूर्यविनायक गुण्डु भन्ज्याङ,27.6541884,85.4203541,Tourist attraction,0.38095238099319734,7,7.0
Gundu Hill,27.6542184,85.4203474,Tourist attraction,0.48628385640783783,9,9.0
Tribeni House,27.6616702,85.4195518,Tourist attraction,0.38453392707743267,15,15.0
Plane Crash Hill Station,27.6469062,85.4223409,Tourist attraction,0.4700801526907436,16,16.0
Vallée de Katmandou,27.708266,85.439281,Tourist attraction,0.3703703704032922,9,9.0
Tyatal tole,27.7033423,85.4454183,Tourist attraction,0.41913754680191345,18,18.0
Ghumti mode,27.6678719,85.3803469,Tourist attraction,0.3492063492214664,21,21.0
Gundu Dummy Plane,27.6469429,85.4221869,Tourist attraction,0.5643043463737691,10,10.0
रानिखोला दोभान,27.6367941,85.4180139,Tourist attraction,0.41906785413884684,12,12.0
Ghyampe Danda,27.6412309,85.4213408,Tourist attraction,0.6570956190649704,21,21.0
Pando Bazar Gate,27.6656077,85.4229605,Tourist attraction,0.38453392707743267,15,15.0
Kali opi,27.685062,85.4714377,Tourist attraction,0.35294117648904266,17,17.0
Ganesh Pathak House,27.6616963,85.4199568,Tourist attraction,0.35087719299907666,19,19.0
Land sudal,27.6804088,85.4801395,Tourist attraction,0.35087719299907666,19,19.0
"Helmet Dada, Tappa Danfo",27.682236,85.4534784,Tourist attraction,0.5510055496568983,22,22.0
Nagbeli Tole,27.7145674,85.4088873,Tourist attraction,0.4376560653358641,9,9.0
Kabir Agro farm,27.706682,85.4518794,Tourist attraction,0.3789783715169697,20,20.0
Mulpani Chaur,27.7153415,85.4062618,Tourist attraction,0.5628288473116615,25,25.0
mama harle speed checking hanne thau,27.6662839,85.4198042,Tourist attraction,0.39208347832744145,26,26.0
Airport view point Hatti Danda,27.699936,85.3662734,Tourist attraction,0.36111111113657407,12,12.0
Bhairav Temple Thimi,27.674649,85.3847335,Tourist attraction,0.45237122366285193,22,22.0
Bhaktapur Way Sallaghari radhe radhe,27.6740738,85.4097761,Tourist attraction,0.37500000003645834,8,8.0
Ticket counter - bakhtapur,27.6677582,85.4271816,Tourist attraction,0.35000000001583337,20,20.0
Bharattaal,27.67681,85.4211517,Tourist attraction,0.34523809524957483,28,28.0
