name,main_category,category,address,city,lat,lng,rating,reviews_count,reviewsDistribution_oneStar,reviewsDistribution_twoStar,reviewsDistribution_threeStar,reviewsDistribution_fourStar,reviewsDistribution_fiveStar,weekly_hours,imageUrl,url
Driving Skill Development Centre Nepal pvt.ltd.,Driving school,Driving school,"MCPJ+P4X, Mandev Marg, Changunarayan 44800, Nepal",Changunarayan,27.6871905,85.4303574,4.9,7,0,0,0,1,6,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSysRYgoT2fVjpaeP1N65QFzVdVlnCF3zHRqoO86_gnlq_HoZq8-HCloJC5m_g9IaLOg219lEqA0yaiFQVzH_AKSjTNSTKNIqFhSN7SdQgEPl-paxsQORmR7ByvT1JnwuKNVe9b8cMu3TpP8=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Driving%20Skill%20Development%20Centre%20Nepal%20pvt.ltd.&query_place_id=ChIJ9-p_RAAb6zkRXe0J_bsVyMc
Duwakot driving institute,Driving school,Driving school,"Duwakot VDC, Sallaghari- Duwakot Rd, Changunarayan, Nepal",Changunarayan,27.6869334,85.4115947,5.0,4,0,0,0,0,0,105.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwN08sAhTHcx2FDoTFVSwrrG8GHU_2a_vNldIwbHIK9fxjytG2NzfI8l2ZH5fAwC1Kkzkd3aMPOgSmwitz96P5ByfJiFXtiVskZGNoId8b8kP8Ei4N9S1D-_hqtrVGnvXAt7Ms=w408-h725-k-no,https://www.google.com/maps/search/?api=1&query=Duwakot%20driving%20institute&query_place_id=ChIJ4UFd_u8b6zkRpLZoCxpL9To
Khwopa Moter Driving Training Center,Driving school,Driving school,"Degaina ganesh tempal -9 nala road, Nepal",Bhaktapur,27.6736055,85.4409466,0.0,0,0,0,0,0,0,76.5,https://lh3.googleusercontent.com/p/AF1QipO61nosOJjL_SWkBo90UKW8V9shkrqDi5JtVDFs=w408-h725-k-no,https://www.google.com/maps/search/?api=1&query=Khwopa%20Moter%20Driving%20Training%20Center&query_place_id=ChIJB_1aGKMF6zkRo2xtxC-boao
Bhaktapur Motor Driving Centre,Driving school,Driving school,"MCCQ+W9V, Bhaktapur 44800, Nepal",Bhaktapur,27.6723636,85.4384343,2.8,5,2,1,0,0,2,0.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMqR-lm_IuSvZoms6mxUE6U99GzZnC-CeyMbtpADoX5pqvRNWvWzT-zZxNABdzTZV2wK_5LuWmKIz5NzNcwBz2mAb13_Ih8NVLjQiZjaUDjXK4j5XvVTOPMAj5Mgl06ieqSqEU1A=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Bhaktapur%20Motor%20Driving%20Centre&query_place_id=ChIJlwhPxFIF6zkRhjr9aD7cdQg
Bhaktapur Driving School,Driving school,Driving school,"MCG4+GHM, Unnamed Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6763302,85.4064309,3.6,21,4,1,4,2,10,91.5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyKOsLPDC0cN_xxCklUU-jj4vIHeCI_NMuyJlUZdhiJoYO1fU6MCQMG_2JEI6OqIjqX_hSZaOOb4zqKyPd7fgFH5fgXeJkLwlK9MRAhKXRq6KDnS4-VsEgOpxKpSU_6aFKRYQ3JrA=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Bhaktapur%20Driving%20School&query_place_id=ChIJpSnz3hIb6zkRB82smdbYAIk
Jaya Ganesh Motor Driving Centre,Driving school,Driving school,"MCC4+CVP, Suryabinayak 44800, Nepal",Suryabinayak,27.6710435,85.4071454,4.9,115,1,2,0,3,109,87.5,https://lh3.googleusercontent.com/gps-proxy/ALd4DhF3eIj6Max3c4vkpXjDKHfIGuklf7qG9HRnT4CdS_RZ1pB9gQUhD9Otx6sk_G3ZKvTpSAJEl9gOoCg80o2ZrAad1fqtj1UlJUS3MypWm8EfvEh6bDcTvhsszuEw9RnpT4-bfEKhqh3sjlci_ciW2RNGJL9Hs9D2taae4oS9Myu5DhcAHosR6o3XS9n6hAmgJEAz0g=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=Jaya%20Ganesh%20Motor%20Driving%20Centre&query_place_id=ChIJOXdtoqsa6zkRLyDVdidFJHE
Rambhole Motor Driving,Driving school,Driving school,"MCF5+2MH, Nagarkot Road, Bhaktapur 44800, Nepal",Bhaktapur,27.6725645,85.4092339,3.8,10,2,0,1,2,5,101.5,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSychO6meH76ECw7k-X9jn-iUwVDyFA2ZKX7IfZIJ0-J3pdAsWZvQw9kJFBcgRIwsIVJgUKAcNv5uaEJPfqkiq1KVKZfhOwPsQOHVlmrhDuhCn6_s9qdhjNp14RbYJNgGXQQ4QjK=w408-h305-k-no,https://www.google.com/maps/search/?api=1&query=Rambhole%20Motor%20Driving&query_place_id=ChIJJ4LgLI4b6zkRoFswhfSSPoM
suman motor driving center,Driving school,Driving school,"MCF4+R85, Bhaktapur 44800, Nepal",Bhaktapur,27.6740871,85.4063465,3.4,29,6,2,3,9,9,84.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzYwrMO_lguOHLy3k7A8c5xadlBXmfwNQzMyatOfm_YKFH_7hslD-J-GbwuwjjJKs-2pWyrhJ9lmvCzavCHd7wWTQGtKSRkDqSdBAdI7xo_CLun7EePmMHzH1gwjNRBbiNx1IA=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=suman%20motor%20driving%20center&query_place_id=ChIJ83rm348a6zkRfQR4ugkwqr0
H A Driving School,Driving school,Driving school,"MCG7+6JQ, Bhaktapur 44800, Nepal",Bhaktapur,27.6755894,85.4141143,5.0,2,0,0,0,0,2,72.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyxAbXzkml94W6LZQF2AG818RHQyzycjiq07E1gyzzQm0o1eTrqDdLRNuNcowH_ZmHghz6WJjk7FVVLesnHMmk0KVCH7oGxUGgubhw9k8kF3w7okImu7343hnu9eSsY1rpXaqEA=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=H%20A%20Driving%20School&query_place_id=ChIJ7UboUwAb6zkRxFofKW_sgag
Demos School,Private educational institution,Private educational institution,"Araniko Highway, Suryabinayak 44800, Nepal",Suryabinayak,27.6667586,85.4267163,0.0,0,0,0,0,0,0,47.5,https://lh3.googleusercontent.com/p/AF1QipOMcmryt3iPHcboS9ZB-KfV-d48lx3XY8odunLm=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=Demos%20School&query_place_id=ChIJ4ZytGaYa6zkRHMPiwIHOFkg
SUVI School - सूर्यविनायक अङ्ग्रेजी माध्यमिक विद्यालय,Private educational institution,Private educational institution,"Bhaktapur 44800, Nepal",Bhaktapur,27.6732703,85.4126085,0.0,0,0,0,0,0,0,48.0,https://lh3.googleusercontent.com/p/AF1QipODOIpV9zerQFU0rIqEXXOz_qZ_sZbhstM5eB9X=w408-h306-k-no,https://www.google.com/maps/search/?api=1&query=SUVI%20School%20-%20%E0%A4%B8%E0%A5%82%E0%A4%B0%E0%A5%8D%E0%A4%AF%E0%A4%B5%E0%A4%BF%E0%A4%A8%E0%A4%BE%E0%A4%AF%E0%A4%95%20%E0%A4%85%E0%A4%99%E0%A5%8D%E0%A4%97%E0%A5%8D%E0%A4%B0%E0%A5%87%E0%A4%9C%E0%A5%80%20%E0%A4%AE%E0%A4%BE%E0%A4%A7%E0%A5%8D%E0%A4%AF%E0%A4%AE%E0%A4%BF%E0%A4%95%20%E0%A4%B5%E0%A4%BF%E0%A4%A6%E0%A5%8D%E0%A4%AF%E0%A4%BE%E0%A4%B2%E0%A4%AF&query_place_id=ChIJBeVKhI8a6zkRMjDX1wfstLA
The Rising English Secondary School,Secondary school,Secondary school,"MCFM+84H, Yachhen-Thalachhen Rd, Bhaktapur 44800, Nepal",Bhaktapur,27.6733111,85.4328498,0.0,0,0,0,0,0,0,48.0,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyfIbcK3a_MHAjNgJHajYz670EUrjobKBkI4-AXvPnZ_0n3YhDRap4ZUfO0mO_aNMk162oNFimLtWCKma1GJRdgziVYRPl4d0kLyGzHiNKmBXbaZ2cwE62oWyRVVdQwQ-i7kC4_AA=w426-h240-k-no,https://www.google.com/maps/search/?api=1&query=The%20Rising%20English%20Secondary%20School&query_place_id=ChIJf_18-a0a6zkRm_xhM9Xh0i4
